datetime,latitude,longitude,type,severity,zone
2025-03-17 19:25:47.009516,-7.997431886697292,-34.90450728966395,Roubo,3,Centro
2024-10-21 18:28:47.009516,-8.021929648205576,-34.864248775086786,Agressão,3,Centro
2025-03-15 00:08:47.009516,-8.011853347150176,-34.90251153879547,Tráfico,5,Centro
2024-11-12 15:30:47.009516,-8.028349838078704,-34.93358638385149,Tráfico,5,Boa Viagem
2025-04-10 07:03:47.009516,-8.083871553136518,-34.91180589567909,Furto,5,Imbiribeira
2025-08-27 17:42:47.009516,-8.065735607988394,-34.894639158495686,Homicídio,3,Centro
2024-12-10 07:52:47.009516,-8.035318763163163,-34.86312355647109,Tráfico,2,Boa Viagem
2025-07-20 18:56:47.009516,-8.086663834266758,-34.881907159451536,Tráfico,3,Casa Forte
2025-03-23 07:28:47.009516,-8.02861004709483,-34.92551605836241,Agressão,2,Afogados
2025-09-17 19:12:47.009516,-8.057209761944744,-34.82544430249963,Homicídio,5,Imbiribeira
2024-11-30 17:32:47.009516,-8.06124462422649,-34.89205674067066,Agressão,4,Centro
2024-11-07 07:22:47.009516,-8.028671200953896,-34.86173827786003,Homicídio,1,Várzea
2025-04-05 18:37:47.009516,-8.03667210065542,-34.90455143300731,Agressão,1,Boa Viagem
2025-03-12 02:29:47.009516,-8.060828984974574,-34.88399922265884,Agressão,2,Várzea
2025-09-19 21:30:47.009516,-8.015220105899074,-34.874815944864444,Roubo,5,Centro
2025-06-21 00:28:47.009516,-8.082431899827998,-34.86345415864737,Roubo,1,Boa Viagem
2025-09-03 11:19:47.009516,-8.031521931791673,-34.86827895083865,Tráfico,1,Imbiribeira
2025-03-28 22:10:47.009516,-8.032206962260949,-34.87383408999781,Roubo,5,Casa Forte
2025-03-02 03:00:47.009516,-8.05928639317942,-34.90945260193582,Tráfico,2,Santo Amaro
2025-03-18 12:59:47.009516,-8.040216009332736,-34.91715238125868,Tráfico,2,Centro
2025-01-18 01:56:47.009516,-8.08753340729156,-34.890021774690275,Homicídio,4,Imbiribeira
2024-11-03 07:41:47.009516,-8.022279189423793,-34.872006157829766,Tráfico,1,Boa Viagem
2024-11-15 14:36:47.009516,-8.05554706409329,-34.906681621023296,Tráfico,1,Casa Forte
2025-06-28 21:43:47.009516,-8.065681690615571,-34.86804484102856,Tráfico,5,Várzea
2025-06-20 23:29:47.009516,-8.018529723224894,-34.85642149763542,Roubo,5,Imbiribeira
2025-03-16 16:55:47.009516,-8.071130310716283,-34.9274896275722,Roubo,3,Imbiribeira
2025-07-27 09:56:47.009516,-8.092253838890908,-34.92510762111389,Furto,3,Várzea
2024-12-17 03:40:47.009516,-8.096698875205718,-34.90421125176716,Agressão,4,Boa Viagem
2025-09-14 17:38:47.009516,-8.031819701459632,-34.89077161995432,Homicídio,2,Imbiribeira
2024-12-18 21:15:47.009516,-8.08841288057489,-34.91573701041301,Furto,5,Várzea
2024-10-17 11:10:47.009516,-7.99735617454047,-34.859433919633986,Tráfico,2,Imbiribeira
2025-09-06 21:02:47.009516,-8.112457882236512,-34.887277994154445,Tráfico,1,Boa Viagem
2025-05-10 17:05:47.009516,-7.9991063089512995,-34.898816588552776,Furto,2,Casa Forte
2025-05-12 05:21:47.009516,-8.043669475983922,-34.94307728571606,Homicídio,2,Centro
2025-01-25 07:38:47.009516,-8.052901393356112,-34.939474474492826,Tráfico,4,Santo Amaro
2025-05-23 04:10:47.009516,-8.066347572604268,-34.891569722491546,Tráfico,5,Imbiribeira
2025-09-07 16:15:47.009516,-8.038025916569438,-34.963977868784646,Roubo,3,Casa Forte
2025-05-19 07:36:47.009516,-8.051129041072747,-34.86962087771067,Agressão,5,Boa Viagem
2025-04-08 14:20:47.009516,-8.016900943539506,-34.90474461533117,Tráfico,3,Casa Forte
2025-04-27 03:39:47.009516,-8.046573170540139,-34.80270721091215,Agressão,3,Boa Viagem
2025-01-05 16:55:47.009516,-8.045490947156145,-34.83076251248151,Agressão,4,Afogados
2025-01-30 23:28:47.009516,-8.060908366366416,-34.90544347207742,Agressão,1,Casa Forte
2025-05-29 09:22:47.009516,-8.051708368711633,-34.90319011007594,Tráfico,4,Santo Amaro
2024-11-16 20:41:47.009516,-8.04076594693324,-34.87013255457994,Tráfico,1,Boa Viagem
2025-06-16 01:05:47.009516,-8.101305051779699,-34.848904821702455,Agressão,4,Várzea
2024-11-06 03:04:47.009516,-8.090445562663172,-34.94914087172308,Furto,4,Boa Viagem
2025-05-13 13:56:47.009516,-8.027702077179319,-34.95359126396064,Agressão,5,Casa Forte
2025-05-06 00:45:47.009516,-8.044874036856163,-34.91866104416663,Roubo,5,Boa Viagem
2025-01-16 12:43:47.009516,-8.05551950009058,-34.882517872504785,Tráfico,1,Boa Viagem
2025-03-21 22:13:47.009516,-8.049446982008039,-34.88509379228477,Homicídio,2,Casa Forte
2024-10-22 10:19:47.009516,-8.03957254883915,-34.86790685635048,Tráfico,5,Casa Forte
2025-04-04 05:11:47.009516,-8.066192790409282,-34.93599092585096,Agressão,3,Imbiribeira
2024-11-05 09:01:47.009516,-8.07334914176207,-34.96948431588906,Tráfico,2,Santo Amaro
2024-10-09 08:46:47.009516,-8.04412464234707,-34.874259574140936,Agressão,3,Casa Forte
2024-11-14 20:28:47.009516,-8.079351183328452,-34.924845888188955,Homicídio,1,Centro
2025-03-15 01:55:47.009516,-8.037752417328566,-34.96055463593166,Homicídio,5,Santo Amaro
2024-10-14 07:45:47.009516,-8.101077508127135,-34.89564808762122,Homicídio,1,Casa Forte
2025-05-24 20:40:47.009516,-8.01912533088023,-34.87620472935344,Roubo,2,Afogados
2024-12-05 20:17:47.009516,-8.035822075527609,-34.903661713963636,Roubo,4,Casa Forte
2025-05-12 16:47:47.009516,-8.042319107970584,-34.913735451585474,Agressão,4,Casa Forte
2024-11-03 22:03:47.009516,-8.020519270481635,-34.90478086696437,Roubo,5,Várzea
2025-01-13 02:22:47.009516,-8.000035766666123,-34.91111748287202,Furto,5,Imbiribeira
2025-08-02 14:14:47.009516,-8.019568898049457,-34.9404414133582,Homicídio,1,Afogados
2024-11-20 07:02:47.009516,-8.10522622693995,-34.921440420309715,Homicídio,2,Santo Amaro
2025-02-26 00:50:47.009516,-8.088387309002071,-34.88436160284959,Agressão,4,Várzea
2025-01-25 11:27:47.009516,-8.068744557330872,-34.890349643758704,Roubo,5,Imbiribeira
2025-08-09 11:51:47.009516,-8.049217268493676,-34.89495820582099,Homicídio,4,Imbiribeira
2024-11-20 13:25:47.009516,-8.034470229385928,-34.9298544544556,Tráfico,5,Várzea
2025-06-25 22:27:47.009516,-8.071772314394604,-34.90544509486407,Roubo,4,Boa Viagem
2025-06-15 16:02:47.009516,-8.044396997065688,-34.96531195139328,Tráfico,4,Centro
2024-12-07 07:14:47.009516,-8.072661487970601,-34.89464570008344,Homicídio,5,Várzea
2024-09-25 17:09:47.009516,-8.06834553408976,-34.85713426876559,Homicídio,3,Afogados
2025-01-26 16:13:47.009516,-8.092199832905447,-34.944223963961264,Tráfico,2,Santo Amaro
2024-12-29 19:29:47.009516,-8.077696997383327,-34.917577830199534,Homicídio,2,Boa Viagem
2024-11-07 14:10:47.009516,-8.090550538168491,-34.8901267966387,Roubo,1,Afogados
2024-10-29 14:21:47.009516,-8.079276197589321,-34.86241472096717,Furto,2,Afogados
2025-06-11 14:22:47.009516,-8.018390746101765,-34.913446738489,Furto,5,Boa Viagem
2024-10-05 10:42:47.009516,-8.07848196666496,-34.920767509877976,Furto,2,Imbiribeira
2025-05-22 23:27:47.009516,-7.971028538054879,-34.959067694272484,Homicídio,5,Santo Amaro
2025-04-11 09:03:47.009516,-8.035200462973574,-34.896896856120755,Agressão,1,Casa Forte
2024-10-03 09:37:47.009516,-8.044454916289155,-34.838737718795684,Roubo,5,Imbiribeira
2024-10-29 09:02:47.009516,-8.075750733405437,-34.89167924614106,Roubo,4,Várzea
2025-08-27 17:53:47.009516,-8.028990703617731,-34.90066836937551,Homicídio,5,Imbiribeira
2025-07-19 21:35:47.009516,-8.067269134787134,-34.89033753067699,Roubo,5,Várzea
2025-03-14 01:49:47.009516,-8.04633970556064,-34.90033276011846,Homicídio,3,Casa Forte
2025-03-24 15:08:47.009516,-7.973197463851937,-34.9243904311678,Furto,3,Boa Viagem
2025-08-20 03:40:47.009516,-8.05288179699174,-34.87530160252967,Roubo,2,Casa Forte
2025-09-10 12:31:47.009516,-8.015521800211431,-34.89322715430664,Agressão,3,Imbiribeira
2025-05-28 17:58:47.009516,-8.071095292753776,-34.89947160244199,Homicídio,3,Afogados
2024-12-03 00:32:47.009516,-8.051049654714909,-34.92926098081835,Roubo,5,Afogados
2025-05-16 23:05:47.009516,-7.996875980930936,-34.86089476204196,Tráfico,1,Várzea
2025-01-05 23:37:47.009516,-8.068809011733634,-34.88005891764001,Tráfico,2,Imbiribeira
2025-01-04 23:07:47.009516,-7.995626543260093,-34.91658762512102,Agressão,2,Várzea
2025-03-02 14:12:47.009516,-8.028767441936337,-34.86994525438954,Agressão,1,Casa Forte
2025-06-30 13:03:47.009516,-8.066874003276828,-34.91492712515156,Tráfico,5,Centro
2024-10-13 17:59:47.009516,-8.031027767828336,-34.92346010477533,Homicídio,2,Afogados
2025-02-18 09:42:47.009516,-8.020823366511198,-34.92279109352441,Roubo,3,Várzea
2024-10-19 18:08:47.009516,-8.031345701133485,-34.95313205659264,Tráfico,1,Boa Viagem
2025-02-11 01:38:47.009516,-8.097106741596715,-34.88585372858745,Agressão,2,Casa Forte
2025-04-01 11:43:47.009516,-8.071814115274746,-34.95493434635015,Roubo,3,Boa Viagem
2025-04-17 21:15:47.009516,-8.057425559066546,-34.93685331493797,Homicídio,2,Santo Amaro
2025-04-10 07:58:47.009516,-8.052233002873002,-34.96226764027235,Tráfico,3,Casa Forte
2025-06-06 20:18:47.009516,-8.03137983707348,-34.902582090783724,Agressão,1,Centro
2025-04-01 14:04:47.009516,-8.044668969972003,-34.90450961380815,Tráfico,2,Centro
2024-11-06 21:14:47.009516,-8.090060330761304,-34.90980088639559,Homicídio,2,Afogados
2024-11-04 11:25:47.009516,-8.038594064469821,-34.93127733084012,Agressão,5,Imbiribeira
2024-12-26 15:05:47.009516,-8.031682427641487,-34.935167012603095,Roubo,1,Imbiribeira
2025-03-08 00:52:47.009516,-8.03320628656207,-34.8860689040936,Tráfico,1,Boa Viagem
2025-03-11 19:05:47.009516,-8.017576578233362,-34.916516557951255,Roubo,3,Santo Amaro
2025-02-28 12:25:47.009516,-8.024982335363534,-34.890509250353915,Furto,5,Boa Viagem
2025-05-01 03:31:47.009516,-8.036224597623148,-34.92655746058372,Homicídio,3,Santo Amaro
2025-05-10 09:15:47.009516,-8.052104971343761,-34.894568117716865,Tráfico,3,Afogados
2024-10-16 21:42:47.009516,-8.09982882800548,-34.860901658880515,Agressão,1,Casa Forte
2025-03-24 17:14:47.009516,-8.037111453426023,-34.882415025988216,Homicídio,5,Casa Forte
2025-02-12 18:37:47.009516,-8.043769369385107,-34.912372414546496,Furto,3,Afogados
2024-10-24 00:29:47.009516,-8.04185263488414,-34.89228403088932,Agressão,2,Santo Amaro
2025-08-17 10:10:47.009516,-8.08830245727461,-34.9072199552359,Homicídio,4,Imbiribeira
2025-06-14 21:30:47.009516,-8.082431696212248,-34.89976359445916,Homicídio,5,Afogados
2024-12-14 21:56:47.009516,-8.018405414400014,-34.90976833156445,Tráfico,3,Centro
2025-08-02 19:37:47.009516,-8.0511866546157,-34.90493005617656,Furto,3,Casa Forte
2025-05-06 22:55:47.009516,-8.029554979078823,-34.89363719940777,Tráfico,1,Imbiribeira
2024-10-29 05:36:47.009516,-8.049150448716087,-34.929800760987455,Roubo,1,Centro
2025-08-21 09:10:47.009516,-8.049107315815128,-34.9304763648097,Agressão,3,Imbiribeira
2025-04-09 15:49:47.009516,-8.02185148582072,-34.941656276614935,Furto,2,Casa Forte
2025-07-31 02:30:47.009516,-8.065481341846523,-34.94800813313511,Homicídio,3,Várzea
2025-05-13 09:10:47.009516,-8.047116376691772,-34.936518480766615,Homicídio,2,Centro
2025-05-10 00:23:47.009516,-8.063868258661152,-34.89521612479587,Roubo,3,Boa Viagem
2024-12-04 14:10:47.009516,-8.06303488682297,-34.92678362546476,Homicídio,1,Santo Amaro
2025-04-16 08:28:47.009516,-8.05927516370406,-34.88459156607306,Agressão,5,Santo Amaro
2025-02-14 04:54:47.009516,-8.04333598685099,-34.89895858753742,Tráfico,5,Casa Forte
2024-10-08 20:58:47.009516,-8.064362458649905,-34.95905512640314,Furto,1,Casa Forte
2025-06-07 14:11:47.009516,-8.012327316232795,-34.880350732473346,Agressão,4,Imbiribeira
2025-07-09 01:03:47.009516,-8.076838219066586,-34.87567604063225,Roubo,3,Centro
2025-02-05 20:15:47.009516,-8.055606149324841,-34.929815880245044,Agressão,5,Boa Viagem
2025-01-12 17:05:47.009516,-8.063191931748227,-34.88739425371315,Roubo,5,Casa Forte
2025-09-15 12:59:47.009516,-8.006590663469389,-34.925694947122274,Agressão,2,Casa Forte
2024-11-26 02:41:47.009516,-8.044103356704653,-34.89706988869755,Homicídio,4,Boa Viagem
2024-11-01 11:58:47.009516,-8.019044663815942,-34.93793495220865,Homicídio,2,Santo Amaro
2025-09-25 11:52:47.009516,-8.09456681119111,-34.95379319357603,Roubo,3,Afogados
2025-09-09 08:29:47.009516,-8.041988492023924,-34.911484515688386,Agressão,3,Boa Viagem
2025-03-21 19:51:47.009516,-8.023311076131298,-34.90371186838824,Agressão,2,Várzea
2025-07-03 15:05:47.009516,-8.047531480321737,-34.911930390808436,Tráfico,5,Centro
2025-02-25 03:32:47.009516,-8.01803558874804,-34.935520916746675,Tráfico,4,Santo Amaro
2025-09-23 20:27:47.009516,-8.065518653503013,-34.911996971863935,Furto,2,Várzea
2024-12-23 09:19:47.009516,-8.007719576794432,-34.89192115742258,Homicídio,4,Afogados
2025-01-17 00:59:47.009516,-7.981033056291423,-34.90134679090367,Roubo,2,Santo Amaro
2024-12-05 05:37:47.009516,-8.06088515681319,-34.89452496908202,Homicídio,4,Afogados
2025-06-03 22:10:47.009516,-8.063365075642023,-34.92010345601363,Agressão,3,Afogados
2025-07-05 16:10:47.009516,-8.00639846568647,-34.86484846255851,Homicídio,2,Imbiribeira
2025-05-22 14:55:47.009516,-8.00261283562808,-34.935285200096644,Tráfico,4,Santo Amaro
2025-08-03 23:51:47.009516,-8.065685800814599,-34.885373191087396,Agressão,1,Imbiribeira
2025-03-02 10:32:47.009516,-8.062605604512877,-34.8645432672112,Homicídio,4,Santo Amaro
2025-05-28 14:13:47.009516,-8.058453538265816,-34.88557275721753,Furto,2,Santo Amaro
2025-04-22 15:51:47.009516,-8.090333515331029,-34.90607572681194,Tráfico,4,Várzea
2024-11-28 08:28:47.009516,-8.077559558394526,-34.91584891139989,Tráfico,2,Boa Viagem
2024-11-01 12:16:47.009516,-8.080124223002564,-34.86891737046861,Homicídio,2,Casa Forte
2025-09-08 14:09:47.009516,-8.073033926953125,-34.94268924775785,Agressão,2,Imbiribeira
2024-11-29 15:27:47.009516,-8.051040546621604,-34.92910372781139,Agressão,5,Casa Forte
2025-07-22 03:36:47.009516,-8.042973558023904,-34.91192673296475,Tráfico,4,Afogados
2024-11-30 11:19:47.009516,-8.003484985215579,-34.86287038727464,Agressão,2,Casa Forte
2024-10-23 01:20:47.009516,-8.079950621222164,-34.88860697091877,Furto,3,Santo Amaro
2024-12-12 06:57:47.009516,-8.020470328045704,-34.92904137275531,Roubo,1,Imbiribeira
2024-12-16 08:46:47.009516,-8.056419665326766,-34.909309231161544,Agressão,3,Santo Amaro
2025-09-23 05:09:47.009516,-8.051483911289573,-34.91842969432289,Furto,2,Casa Forte
2025-06-17 07:41:47.009516,-8.029755415235003,-34.921293669767,Agressão,2,Centro
2024-11-04 05:59:47.009516,-8.083681660646869,-34.870633313243296,Tráfico,4,Boa Viagem
2025-08-16 15:04:47.009516,-8.03852770761448,-34.941152293877906,Furto,5,Várzea
2024-11-28 18:06:47.009516,-8.04500643375361,-34.851736574327965,Tráfico,2,Afogados
2025-08-05 14:52:47.009516,-8.035226462079756,-34.87515310929446,Homicídio,1,Centro
2025-06-09 17:57:47.009516,-8.041324940682767,-34.86727414988189,Agressão,2,Santo Amaro
2025-07-25 15:56:47.009516,-7.976340995802674,-34.913888185360754,Agressão,1,Santo Amaro
2024-12-21 19:26:47.009516,-8.069132199527541,-34.904498221572375,Tráfico,4,Várzea
2025-07-31 08:40:47.009516,-8.065929908650055,-34.94299455443574,Agressão,2,Casa Forte
2025-07-09 23:39:47.009516,-8.068694215792744,-34.915739872212,Roubo,4,Afogados
2024-10-08 23:49:47.009516,-8.066664313574808,-34.8851903545707,Agressão,4,Santo Amaro
2025-08-19 16:03:47.009516,-8.069121613819195,-34.861118108146556,Furto,1,Afogados
2025-08-24 04:36:47.009516,-8.014329504066774,-34.933214704504074,Homicídio,5,Centro
2025-07-14 11:26:47.009516,-8.007384872560305,-34.91096517810956,Tráfico,2,Boa Viagem
2025-08-17 22:18:47.009516,-8.067122388812486,-34.90453897660697,Furto,1,Afogados
2025-08-12 15:05:47.009516,-8.074970667193128,-34.941873676065775,Furto,5,Boa Viagem
2025-08-19 07:17:47.009516,-8.035857533308409,-34.88225952274725,Furto,1,Casa Forte
2025-01-28 19:12:47.009516,-8.066566691328429,-34.92171970995228,Homicídio,4,Afogados
2025-02-24 11:51:47.009516,-8.031012045467335,-34.90586171053531,Tráfico,4,Imbiribeira
2025-09-11 22:57:47.009516,-8.043912309374461,-34.91355848115735,Tráfico,1,Afogados
2025-05-08 11:17:47.009516,-8.095472323449918,-34.92368015517159,Homicídio,1,Boa Viagem
2025-05-20 04:08:47.009516,-8.003574843960099,-34.900211349564415,Roubo,1,Afogados
2025-08-01 02:07:47.009516,-7.996123669807135,-34.906468287357036,Furto,1,Várzea
2025-03-07 21:42:47.009516,-8.068383660714533,-34.91115573646836,Tráfico,2,Boa Viagem
2025-03-20 09:55:47.009516,-8.06163104679808,-34.92185384865041,Homicídio,2,Boa Viagem
2025-04-02 14:22:47.009516,-8.041424038278253,-34.89041425987651,Homicídio,1,Imbiribeira
2024-11-18 08:02:47.009516,-8.03996629630039,-34.85039148194523,Furto,3,Casa Forte
2025-05-21 01:04:47.009516,-8.030243671819816,-34.89580338301482,Homicídio,2,Várzea
2025-05-13 04:56:47.009516,-7.98969386383701,-34.87011645355266,Agressão,5,Centro
2024-11-12 23:05:47.009516,-8.055308416824822,-34.9417066577546,Furto,1,Centro
2025-04-09 17:13:47.009516,-8.073948917336155,-34.895267156821184,Tráfico,1,Casa Forte
2025-01-30 03:39:47.009516,-8.091379576840437,-34.93292104956913,Furto,1,Várzea
2025-03-11 16:33:47.009516,-8.071927901198258,-34.94430774782595,Roubo,5,Várzea
2025-03-04 04:35:47.009516,-8.050993809186215,-34.92218114222377,Furto,3,Boa Viagem
2024-12-15 13:19:47.009516,-7.996163264094467,-34.86424301996759,Furto,1,Várzea
2025-05-22 13:43:47.009516,-8.065528338971086,-34.87149952513991,Roubo,2,Casa Forte
2025-03-01 12:48:47.009516,-8.043286361450834,-34.892709858338364,Furto,2,Santo Amaro
2024-11-10 10:19:47.009516,-8.050492686882183,-34.94598101679669,Homicídio,4,Santo Amaro
2025-05-17 05:00:47.009516,-8.014348201796558,-34.90588841954164,Tráfico,5,Boa Viagem
2025-07-20 08:50:47.009516,-7.9741920272237925,-34.89094899973295,Tráfico,4,Santo Amaro
2024-10-20 07:18:47.009516,-8.06592606318761,-34.89473391311264,Agressão,2,Centro
2025-07-27 18:30:47.009516,-8.064683183275548,-34.95531380750442,Tráfico,3,Imbiribeira
2025-05-23 07:21:47.009516,-8.018675173687928,-34.926709535440594,Tráfico,3,Boa Viagem
2024-09-29 01:14:47.009516,-8.02954325531121,-34.90192233292446,Roubo,4,Boa Viagem
2024-12-02 06:33:47.009516,-7.9945987802279195,-34.883911272714485,Furto,2,Boa Viagem
2025-03-31 10:10:47.009516,-8.032482154440222,-34.965883834633,Furto,2,Casa Forte
2024-10-18 09:50:47.009516,-8.060778762723613,-34.90486371926439,Homicídio,1,Casa Forte
2025-07-13 14:59:47.009516,-8.032280355079232,-34.89570853690363,Furto,5,Centro
2025-03-29 15:05:47.009516,-8.016738892582513,-34.874511640344515,Roubo,3,Boa Viagem
2024-11-01 10:19:47.009516,-8.02538553456408,-34.87921427247287,Homicídio,5,Boa Viagem
2025-05-13 15:04:47.009516,-8.034781779066781,-34.882522860435735,Homicídio,1,Várzea
2025-08-10 19:26:47.009516,-8.017999759312326,-34.92399821520106,Agressão,1,Boa Viagem
2024-11-24 01:53:47.009516,-8.01492113228663,-34.9572400641137,Furto,1,Santo Amaro
2025-04-14 09:37:47.009516,-8.008535230268874,-34.91179158271184,Roubo,1,Centro
2025-03-17 15:10:47.009516,-8.030538703372311,-34.869951045243745,Tráfico,5,Imbiribeira
2024-12-07 04:25:47.009516,-8.055013542409506,-34.85819636417427,Roubo,3,Boa Viagem
2025-06-12 10:19:47.009516,-8.045598589407001,-34.87868352693106,Roubo,1,Boa Viagem
2024-10-14 22:49:47.009516,-8.01380473100475,-34.887119775315945,Roubo,5,Imbiribeira
2024-12-04 20:08:47.009516,-8.074508070129617,-34.88861081054842,Homicídio,4,Afogados
2025-05-25 14:16:47.009516,-8.038939800733814,-34.916683562402824,Agressão,2,Várzea
2024-12-10 17:44:47.009516,-8.06180016436982,-34.90390180880661,Homicídio,1,Várzea
2025-06-15 02:07:47.009516,-8.049137655311956,-34.84992791422521,Roubo,2,Casa Forte
2025-08-04 07:57:47.009516,-8.011646444121782,-34.92827674017376,Tráfico,1,Centro
2025-04-14 17:34:47.009516,-8.044267027959403,-34.8515566362787,Homicídio,2,Santo Amaro
2025-02-25 16:08:47.009516,-8.048606903555315,-34.90966084463476,Roubo,4,Boa Viagem
2025-06-11 14:21:47.009516,-8.090795684229398,-34.86023703672715,Tráfico,4,Casa Forte
2025-06-02 20:23:47.009516,-8.027612393019185,-34.942204450284926,Furto,2,Centro
2025-02-25 13:39:47.009516,-8.030635474565768,-34.88242287396506,Furto,3,Santo Amaro
2024-10-03 09:08:47.009516,-7.9851023583008365,-34.922103104078424,Roubo,3,Afogados
2025-09-04 01:13:47.009516,-8.059233347048592,-34.94245801575772,Agressão,2,Imbiribeira
2025-07-20 07:37:47.009516,-8.043425490170083,-34.89344397872767,Agressão,4,Santo Amaro
2025-09-12 17:48:47.009516,-8.042518489488678,-34.86971584634212,Roubo,1,Imbiribeira
2025-07-27 13:03:47.009516,-8.002676401607097,-34.925348243157806,Agressão,4,Boa Viagem
2025-08-26 16:23:47.009516,-8.05285886597161,-34.94497047881375,Agressão,2,Santo Amaro
2025-01-19 20:50:47.009516,-8.04162935422689,-34.90275534293005,Agressão,1,Imbiribeira
2025-07-20 12:57:47.009516,-8.031763104708505,-34.902623059863316,Homicídio,2,Santo Amaro
2025-06-20 18:33:47.009516,-8.04440172630531,-34.88355041117337,Tráfico,1,Várzea
2025-08-08 09:56:47.009516,-8.063393008436517,-34.87151216285906,Roubo,3,Santo Amaro
2025-09-08 04:49:47.009516,-8.044177300213052,-34.90178245543817,Furto,3,Imbiribeira
2025-07-15 19:54:47.009516,-8.017791047504208,-34.84433490055617,Agressão,1,Boa Viagem
2024-12-30 22:15:47.009516,-8.080795458982333,-34.89327295766394,Roubo,5,Várzea
2025-03-04 10:56:47.009516,-8.046010909775594,-34.91039279518021,Homicídio,3,Centro
2025-04-24 20:00:47.009516,-8.071003624448176,-34.948347020773085,Homicídio,1,Santo Amaro
2025-04-23 14:36:47.009516,-8.014148601132256,-34.90787978560948,Agressão,3,Boa Viagem
2025-08-04 13:42:47.009516,-8.095695607143513,-34.910091608362336,Tráfico,1,Casa Forte
2024-10-26 19:55:47.009516,-8.066767655418149,-34.871190856111554,Furto,1,Várzea
2025-06-17 04:22:47.009516,-8.038683643748065,-34.886125491277994,Tráfico,5,Boa Viagem
2025-03-10 19:17:47.009516,-8.003034279122971,-34.935381073648976,Furto,2,Santo Amaro
2025-06-21 10:07:47.009516,-8.05197250783219,-34.89483236840767,Furto,2,Várzea
2024-12-22 12:45:47.009516,-8.066655985800796,-34.879854064848125,Roubo,4,Casa Forte
2025-06-24 08:21:47.009516,-7.993565287916783,-34.85415905921836,Furto,5,Casa Forte
2025-03-25 19:36:47.009516,-8.093440417012488,-34.87337488097758,Furto,3,Várzea
2025-09-08 18:38:47.009516,-8.115964178698603,-34.87717460037065,Homicídio,5,Imbiribeira
2025-09-14 06:26:47.009516,-8.0367995664984,-34.898197420161544,Tráfico,2,Imbiribeira
2025-05-30 04:02:47.009516,-8.065061626730579,-34.88835063983729,Tráfico,4,Várzea
2025-02-14 15:06:47.009516,-8.080636984513923,-34.86251485297881,Homicídio,2,Santo Amaro
2025-01-18 07:36:47.009516,-8.02874930658102,-34.93998332192439,Agressão,3,Afogados
2025-02-19 20:00:47.009516,-8.042685978586865,-34.91048317981651,Roubo,5,Santo Amaro
2025-09-13 20:18:47.009516,-8.066922358922103,-34.923177062462685,Tráfico,3,Afogados
2025-03-06 13:09:47.009516,-8.088409131960127,-34.888625406438216,Agressão,3,Centro
2025-07-08 21:04:47.009516,-8.023826280151596,-34.86309333473047,Homicídio,1,Casa Forte
2025-02-19 01:23:47.009516,-8.030493964661241,-34.91790922860163,Roubo,3,Santo Amaro
2025-09-06 15:11:47.009516,-8.052975275913383,-34.971709131024085,Homicídio,4,Imbiribeira
2025-04-15 09:36:47.009516,-7.994600890118571,-34.91236662235073,Agressão,3,Imbiribeira
2024-12-08 06:49:47.009516,-8.082102542989785,-34.872595788039476,Tráfico,3,Afogados
2025-02-19 19:52:47.009516,-8.095765755127744,-34.8838711029115,Tráfico,1,Centro
2025-03-21 12:28:47.009516,-8.070757242096438,-34.88715441256568,Furto,1,Boa Viagem
2025-02-03 21:17:47.009516,-8.051367580490666,-34.908399799056234,Homicídio,2,Afogados
2025-01-12 04:39:47.009516,-8.04269981652032,-34.93837092208659,Furto,2,Boa Viagem
2025-06-27 06:46:47.009516,-8.05723708173569,-34.88454117035126,Homicídio,3,Várzea
2025-07-09 20:04:47.009516,-8.039438338104572,-34.925028454301035,Tráfico,2,Boa Viagem
2024-12-04 01:26:47.009516,-8.087546182725713,-34.83447709799859,Homicídio,4,Casa Forte
2025-07-22 05:02:47.009516,-8.006687061877804,-34.88288478374936,Homicídio,4,Casa Forte
2024-10-20 19:44:47.009516,-8.052464535351778,-34.91741944907662,Roubo,4,Casa Forte
2025-06-23 05:27:47.009516,-8.016481125052357,-34.918341557421655,Agressão,1,Afogados
2025-01-21 22:53:47.009516,-8.03971823960867,-34.902788326198404,Roubo,1,Várzea
2025-04-24 08:32:47.009516,-8.036297403425387,-34.90718505766065,Roubo,5,Centro
2025-05-24 01:30:47.009516,-8.032906981593035,-34.8664949867341,Furto,4,Afogados
2024-12-03 22:22:47.009516,-8.036568743199481,-34.89440751490768,Homicídio,3,Afogados
2024-12-14 11:28:47.009516,-8.030718317203974,-34.921948952167256,Agressão,2,Várzea
2025-05-26 13:28:47.009516,-8.010125424096028,-34.84328677944532,Tráfico,1,Santo Amaro
2025-01-05 07:07:47.009516,-8.044104364908957,-34.898520750054395,Homicídio,3,Centro
2025-02-18 17:50:47.009516,-8.028729887272345,-34.87693480972093,Homicídio,2,Imbiribeira
2024-11-09 18:23:47.009516,-8.052692070828618,-34.91824679522334,Roubo,2,Boa Viagem
2025-01-21 15:34:47.009516,-8.006796483536517,-34.88910653116766,Agressão,4,Boa Viagem
2024-10-14 03:13:47.009516,-8.070291769061779,-34.890666700265704,Furto,3,Santo Amaro
2024-12-23 23:40:47.009516,-7.995971787012676,-34.95668947876288,Tráfico,3,Boa Viagem
